ID,ROW_ID,SALES_ORGANIZATION,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_CALENDAR_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,SALES_ORDER_NUMBER,LINE_ITEM,STORAGE_LOCATION,REGION,AREA,CITY,COUNTRY,POSTAL_CODE,CUSTOMER_NUMBER,DISTRIBUTION_CHANNEL,MATERIAL_NUMBER,MATERIAL_DESCRIPTION,MATERIAL_TYPE,MATERIAL_CODE,MATERIAL_SIZE,MATERIAL_LABEL,QUANTITY,QUANTITY_DELIVERED,UNIT,NET_PRICE,NET_VALUE,COST,CURRENCY,CONTRIBUTION_MARGIN,CONTRIBUTION_MARGIN_PCT
.1~1571,1571,MM,3,4,03-Apr,24-01-2024 00:00,5,24,1618,2,03N,Bremen,North,BREMEN,Germany,28197,80296,16,MM-T02,Cream,Trading Goods,T02,,Cream,29,29,ST,79,2291,2100.47,EUR,190.53,0.08
.1~1574,1574,MM,3,4,03-Apr,24-01-2024 00:00,5,24,1618,1,03N,Bremen,North,BREMEN,Germany,28197,80296,16,MM-T05,Butter,Trading Goods,T05,,Butter,8,8,ST,66,528,481.44,EUR,46.56,0.09
.1~1580,1580,MM,3,7,03-Jul,27-01-2024 00:00,6,27,1658,5,03N,Bremen,North,BREMEN,Germany,28197,80296,16,MM-T01,Milk,Trading Goods,T01,,Milk,33,33,ST,26,858,761.64,EUR,96.36,0.11
.1~1583,1583,MM,3,7,03-Jul,27-01-2024 00:00,6,27,1658,2,03N,Bremen,North,BREMEN,Germany,28197,80296,16,MM-T01,Milk,Trading Goods,T01,,Milk,61,61,ST,26,1586,1407.88,EUR,178.12,0.11
.1~1584,1584,MM,3,7,03-Jul,27-01-2024 00:00,6,27,1658,4,03N,Bremen,North,BREMEN,Germany,28197,80296,16,MM-T02,Cream,Trading Goods,T02,,Cream,19,19,ST,79,1501,1376.93,EUR,124.07,0.08
.1~1587,1587,MM,3,7,03-Jul,27-01-2024 00:00,6,27,1658,1,03N,Bremen,North,BREMEN,Germany,28197,80296,16,MM-T06,Ice Cream,Trading Goods,T06,,Ice Cream,43,43,ST,47,2021,1866.2,EUR,154.8,0.08
.1~1588,1588,MM,3,7,03-Jul,27-01-2024 00:00,6,27,1658,3,03N,Bremen,North,BREMEN,Germany,28197,80296,16,MM-T06,Ice Cream,Trading Goods,T06,,Ice Cream,34,34,ST,47,1598,1475.6,EUR,122.4,0.08
.1~1605,1605,MM,3,8,03-Aug,28-01-2024 00:00,6,28,1687,2,03N,Bremen,North,BREMEN,Germany,28197,80296,16,MM-T01,Milk,Trading Goods,T01,,Milk,77,77,ST,26,2002,1777.16,EUR,224.84,0.11
.1~1321,1321,LL,1,7,01-Jul,07-01-2024 00:00,2,7,1365,1,03N,Bremen,North,BREMEN,Germany,28197,80296,16,LL-T06,Ice Cream,Trading Goods,T06,,Ice Cream,43,43,ST,56.47,2428.21,1863.62,EUR,564.59,0.23
.1~1910,1910,OO,2,3,02-Mar,13-01-2024 00:00,3,13,1456,2,03N,Bremen,North,BREMEN,Germany,28197,80296,16,OO-T04,Cheese,Trading Goods,T04,,Cheese,26,26,ST,93.32,2426.32,2169.18,EUR,257.14,0.11
.1~1909,1909,OO,2,3,02-Mar,13-01-2024 00:00,3,13,1456,3,03N,Bremen,North,BREMEN,Germany,28197,80296,16,OO-T03,Yoghurt,Trading Goods,T03,,Yoghurt,56,56,ST,31.23,1748.88,1478.96,EUR,269.92,0.15
.1~1906,1906,OO,2,3,02-Mar,13-01-2024 00:00,3,13,1456,1,03N,Bremen,North,BREMEN,Germany,28197,80296,16,OO-T01,Milk,Trading Goods,T01,,Milk,60,60,ST,28.02,1681.2,1402.2,EUR,279,0.17
.1~1868,1868,OO,1,8,01-Aug,08-01-2024 00:00,2,8,1393,1,03N,Bremen,North,BREMEN,Germany,28197,80296,16,OO-T06,Ice Cream,Trading Goods,T06,,Ice Cream,32,32,ST,51.32,1642.24,1387.84,EUR,254.4,0.15
.1~1866,1866,OO,1,8,01-Aug,08-01-2024 00:00,2,8,1393,2,03N,Bremen,North,BREMEN,Germany,28197,80296,16,OO-T01,Milk,Trading Goods,T01,,Milk,44,44,ST,28.02,1232.88,1015.08,EUR,217.8,0.18
.1~1858,1858,OO,1,7,01-Jul,07-01-2024 00:00,2,7,1366,2,03N,Bremen,North,BREMEN,Germany,28197,80296,16,OO-T06,Ice Cream,Trading Goods,T06,,Ice Cream,43,43,ST,51.32,2206.76,1864.91,EUR,341.85,0.15
.1~1857,1857,OO,1,7,01-Jul,07-01-2024 00:00,2,7,1366,3,03N,Bremen,North,BREMEN,Germany,28197,80296,16,OO-T03,Yoghurt,Trading Goods,T03,,Yoghurt,70,70,ST,31.23,2186.1,1818.6,EUR,367.5,0.17
.1~1856,1856,OO,1,7,01-Jul,07-01-2024 00:00,2,7,1366,1,03N,Bremen,North,BREMEN,Germany,28197,80296,16,OO-T01,Milk,Trading Goods,T01,,Milk,19,19,ST,28.02,532.38,438.33,EUR,94.05,0.18
.1~1822,1822,NN,3,7,03-Jul,27-01-2024 00:00,6,27,1654,2,03N,Bremen,North,BREMEN,Germany,28197,80296,16,NN-T06,Ice Cream,Trading Goods,T06,,Ice Cream,27,27,ST,58,1566,1175.85,EUR,390.15,0.25
.1~1819,1819,NN,3,7,03-Jul,27-01-2024 00:00,6,27,1654,1,03N,Bremen,North,BREMEN,Germany,28197,80296,16,NN-T01,Milk,Trading Goods,T01,,Milk,53,53,ST,30,1590,1228.01,EUR,361.99,0.23
.1~1792,1792,NN,2,8,02-Aug,18-01-2024 00:00,4,18,1559,1,03N,Bremen,North,BREMEN,Germany,28197,80296,16,NN-T06,Ice Cream,Trading Goods,T06,,Ice Cream,18,18,ST,47,846,781.74,EUR,64.26,0.08
.1~1789,1789,NN,2,8,02-Aug,18-01-2024 00:00,4,18,1559,2,03N,Bremen,North,BREMEN,Germany,28197,80296,16,NN-T05,Butter,Trading Goods,T05,,Butter,25,25,ST,69,1725,1507,EUR,218,0.13
.1~1780,1780,NN,2,7,02-Jul,17-01-2024 00:00,4,17,1527,1,03N,Bremen,North,BREMEN,Germany,28197,80296,16,NN-T03,Yoghurt,Trading Goods,T03,,Yoghurt,28,28,ST,30,840,728.56,EUR,111.44,0.13
.1~1769,1769,NN,2,5,02-May,15-01-2024 00:00,3,15,1491,1,03N,Bremen,North,BREMEN,Germany,28197,80296,16,NN-T05,Butter,Trading Goods,T05,,Butter,34,34,ST,69,2346,2049.52,EUR,296.48,0.13
.1~1768,1768,NN,2,5,02-May,15-01-2024 00:00,3,15,1491,2,03N,Bremen,North,BREMEN,Germany,28197,80296,16,NN-T03,Yoghurt,Trading Goods,T03,,Yoghurt,27,27,ST,33,891,702.54,EUR,188.46,0.21
.1~1762,1762,NN,2,4,02-Apr,14-01-2024 00:00,3,14,1471,3,03N,Bremen,North,BREMEN,Germany,28197,80296,16,NN-T05,Butter,Trading Goods,T05,,Butter,34,34,ST,70,2380,2049.52,EUR,330.48,0.14
.1~1760,1760,NN,2,4,02-Apr,14-01-2024 00:00,3,14,1471,1,03N,Bremen,North,BREMEN,Germany,28197,80296,16,NN-T03,Yoghurt,Trading Goods,T03,,Yoghurt,75,75,ST,33,2475,1951.5,EUR,523.5,0.21
.1~1759,1759,NN,2,4,02-Apr,14-01-2024 00:00,3,14,1471,4,03N,Bremen,North,BREMEN,Germany,28197,80296,16,NN-T03,Yoghurt,Trading Goods,T03,,Yoghurt,45,45,ST,33,1485,1170.9,EUR,314.1,0.21
.1~1758,1758,NN,2,4,02-Apr,14-01-2024 00:00,3,14,1471,2,03N,Bremen,North,BREMEN,Germany,28197,80296,16,NN-T01,Milk,Trading Goods,T01,,Milk,59,59,ST,30.25,1784.75,1362.9,EUR,421.85,0.24
.1~1750,1750,NN,2,3,02-Mar,13-01-2024 00:00,3,13,1452,2,03N,Bremen,North,BREMEN,Germany,28197,80296,16,NN-T03,Yoghurt,Trading Goods,T03,,Yoghurt,53,53,ST,33,1749,1379.06,EUR,369.94,0.21
.1~1749,1749,NN,2,3,02-Mar,13-01-2024 00:00,3,13,1452,1,03N,Bremen,North,BREMEN,Germany,28197,80296,16,NN-T02,Cream,Trading Goods,T02,,Cream,27,27,ST,80,2160,1958.31,EUR,201.69,0.09
.1~1724,1724,NN,1,8,01-Aug,08-01-2024 00:00,2,8,1394,2,03N,Bremen,North,BREMEN,Germany,28197,80296,16,NN-T06,Ice Cream,Trading Goods,T06,,Ice Cream,43,43,ST,45.5,1956.5,1864.91,EUR,91.59,0.05
.1~1722,1722,NN,1,8,01-Aug,08-01-2024 00:00,2,8,1394,1,03N,Bremen,North,BREMEN,Germany,28197,80296,16,NN-T04,Cheese,Trading Goods,T04,,Cheese,22,22,ST,82.9,1823.8,1828.42,EUR,-4.62,0
.1~1606,1606,MM,3,8,03-Aug,28-01-2024 00:00,6,28,1687,1,03N,Bremen,North,BREMEN,Germany,28197,80296,16,MM-T04,Cheese,Trading Goods,T04,,Cheese,20,20,ST,88,1760,1663,EUR,97,0.06
.1~1608,1608,MM,3,8,03-Aug,28-01-2024 00:00,6,28,1687,4,03N,Bremen,North,BREMEN,Germany,28197,80296,16,MM-T05,Butter,Trading Goods,T05,,Butter,27,27,ST,67,1809,1625.94,EUR,183.06,0.1
.1~1611,1611,MM,3,8,03-Aug,28-01-2024 00:00,6,28,1687,3,03N,Bremen,North,BREMEN,Germany,28197,80296,16,MM-T06,Ice Cream,Trading Goods,T06,,Ice Cream,33,33,ST,47,1551,1432.2,EUR,118.8,0.08
.1~1612,1612,MM,3,8,03-Aug,28-01-2024 00:00,6,28,1687,5,03N,Bremen,North,BREMEN,Germany,28197,80296,16,MM-T06,Ice Cream,Trading Goods,T06,,Ice Cream,15,15,ST,47,705,651,EUR,54,0.08
.1~1647,1647,NN,1,5,01-May,05-01-2024 00:00,1,5,1342,2,03N,Bremen,North,BREMEN,Germany,28197,80296,16,NN-T02,Cream,Trading Goods,T02,,Cream,30,30,ST,74.1,2223,2173.2,EUR,49.8,0.02
.1~1649,1649,NN,1,5,01-May,05-01-2024 00:00,1,5,1342,4,03N,Bremen,North,BREMEN,Germany,28197,80296,16,NN-T04,Cheese,Trading Goods,T04,,Cheese,18,18,ST,82.9,1492.2,1495.98,EUR,-3.78,0
.1~1650,1650,NN,1,5,01-May,05-01-2024 00:00,1,5,1342,3,03N,Bremen,North,BREMEN,Germany,28197,80296,16,NN-T05,Butter,Trading Goods,T05,,Butter,35,35,ST,61.6,2156,2106.65,EUR,49.35,0.02
.1~1652,1652,NN,1,5,01-May,05-01-2024 00:00,1,5,1342,1,03N,Bremen,North,BREMEN,Germany,28197,80296,16,NN-T05,Butter,Trading Goods,T05,,Butter,32,32,ST,61.6,1971.2,1926.08,EUR,45.12,0.02
.1~2044,2044,PP,1,7,01-Jul,07-01-2024 00:00,2,7,1368,1,03N,Bremen,North,BREMEN,Germany,28197,80296,16,PP-T01,Milk,Trading Goods,T01,,Milk,79,79,ST,23,1817,1824.9,EUR,-7.9,0
.1~2025,2025,PP,1,5,01-May,05-01-2024 00:00,1,5,1341,1,03N,Bremen,North,BREMEN,Germany,28197,80296,16,PP-T05,Butter,Trading Goods,T05,,Butter,29,29,ST,63,1827,1747.83,EUR,79.17,0.04
.1~2023,2023,PP,1,5,01-May,05-01-2024 00:00,1,5,1341,4,03N,Bremen,North,BREMEN,Germany,28197,80296,16,PP-T04,Cheese,Trading Goods,T04,,Cheese,10,10,ST,87,870,832.2,EUR,37.8,0.04
.1~2020,2020,PP,1,5,01-May,05-01-2024 00:00,1,5,1341,3,03N,Bremen,North,BREMEN,Germany,28197,80296,16,PP-T02,Cream,Trading Goods,T02,,Cream,24,24,ST,76,1824,1740.96,EUR,83.04,0.05
.1~2019,2019,PP,1,5,01-May,05-01-2024 00:00,1,5,1341,2,03N,Bremen,North,BREMEN,Germany,28197,80296,16,PP-T02,Cream,Trading Goods,T02,,Cream,26,26,ST,76,1976,1886.04,EUR,89.96,0.05
.1~1994,1994,OO,3,7,03-Jul,27-01-2024 00:00,6,27,1657,1,03N,Bremen,North,BREMEN,Germany,28197,80296,16,OO-T05,Butter,Trading Goods,T05,,Butter,22,22,ST,68.78,1513.16,1353.44,EUR,159.72,0.11
.1~1986,1986,OO,3,5,03-May,25-01-2024 00:00,5,25,1631,1,03N,Bremen,North,BREMEN,Germany,28197,80296,16,OO-T05,Butter,Trading Goods,T05,,Butter,35,35,ST,68.78,2407.3,2153.2,EUR,254.1,0.11
.1~1980,1980,OO,3,4,03-Apr,24-01-2024 00:00,5,24,1619,1,03N,Bremen,North,BREMEN,Germany,28197,80296,16,OO-T02,Cream,Trading Goods,T02,,Cream,27,27,ST,84.9,2292.3,1960.2,EUR,332.1,0.14
.1~1975,1975,OO,3,3,03-Mar,23-01-2024 00:00,5,23,1614,1,03N,Bremen,North,BREMEN,Germany,28197,80296,16,OO-T01,Milk,Trading Goods,T01,,Milk,44,44,ST,30.02,1320.88,1024.76,EUR,296.12,0.22
.1~1700,1700,NN,1,7,01-Jul,07-01-2024 00:00,2,7,1367,4,03N,Bremen,North,BREMEN,Germany,28197,80296,16,NN-T02,Cream,Trading Goods,T02,,Cream,29,29,ST,74.1,2148.9,2100.76,EUR,48.14,0.02
.1~1704,1704,NN,1,7,01-Jul,07-01-2024 00:00,2,7,1367,1,03N,Bremen,North,BREMEN,Germany,28197,80296,16,NN-T05,Butter,Trading Goods,T05,,Butter,28,28,ST,61.6,1724.8,1685.32,EUR,39.48,0.02
.1~1705,1705,NN,1,7,01-Jul,07-01-2024 00:00,2,7,1367,3,03N,Bremen,North,BREMEN,Germany,28197,80296,16,NN-T06,Ice Cream,Trading Goods,T06,,Ice Cream,48,48,ST,46.1,2212.8,2081.76,EUR,131.04,0.06
.1~1706,1706,NN,1,7,01-Jul,07-01-2024 00:00,2,7,1367,2,03N,Bremen,North,BREMEN,Germany,28197,80296,16,NN-T06,Ice Cream,Trading Goods,T06,,Ice Cream,52,52,ST,46.1,2397.2,2255.24,EUR,141.96,0.06
.1~1936,1936,OO,2,7,02-Jul,17-01-2024 00:00,4,17,1529,1,03N,Bremen,North,BREMEN,Germany,28197,80296,16,OO-T06,Ice Cream,Trading Goods,T06,,Ice Cream,39,39,ST,51.32,2001.48,1702.35,EUR,299.13,0.15
.1~1918,1918,OO,2,4,02-Apr,14-01-2024 00:00,3,14,1469,2,03N,Bremen,North,BREMEN,Germany,28197,80296,16,OO-T05,Butter,Trading Goods,T05,,Butter,34,34,ST,68.06,2314.04,2062.78,EUR,251.26,0.11
.1~1915,1915,OO,2,4,02-Apr,14-01-2024 00:00,3,14,1469,1,03N,Bremen,North,BREMEN,Germany,28197,80296,16,OO-T01,Milk,Trading Goods,T01,,Milk,11,11,ST,28.02,308.22,257.07,EUR,51.15,0.17
.1~2045,2045,PP,1,7,01-Jul,07-01-2024 00:00,2,7,1368,4,03N,Bremen,North,BREMEN,Germany,28197,80296,16,PP-T01,Milk,Trading Goods,T01,,Milk,92,92,ST,23,2116,2125.2,EUR,-9.2,0
.1~2046,2046,PP,1,7,01-Jul,07-01-2024 00:00,2,7,1368,8,03N,Bremen,North,BREMEN,Germany,28197,80296,16,PP-T01,Milk,Trading Goods,T01,,Milk,29,29,ST,23,667,669.9,EUR,-2.9,0
.1~2047,2047,PP,1,7,01-Jul,07-01-2024 00:00,2,7,1368,7,03N,Bremen,North,BREMEN,Germany,28197,80296,16,PP-T02,Cream,Trading Goods,T02,,Cream,29,29,ST,73,2117,2103.66,EUR,13.34,0.01
.1~2048,2048,PP,1,7,01-Jul,07-01-2024 00:00,2,7,1368,5,03N,Bremen,North,BREMEN,Germany,28197,80296,16,PP-T03,Yoghurt,Trading Goods,T03,,Yoghurt,80,80,ST,26,2080,2081.6,EUR,-1.6,0
.1~2051,2051,PP,1,7,01-Jul,07-01-2024 00:00,2,7,1368,6,03N,Bremen,North,BREMEN,Germany,28197,80296,16,PP-T05,Butter,Trading Goods,T05,,Butter,27,27,ST,60,1620,1627.29,EUR,-7.29,0
.1~2052,2052,PP,1,7,01-Jul,07-01-2024 00:00,2,7,1368,2,03N,Bremen,North,BREMEN,Germany,28197,80296,16,PP-T05,Butter,Trading Goods,T05,,Butter,29,29,ST,60,1740,1747.83,EUR,-7.83,0
.1~2053,2053,PP,1,7,01-Jul,07-01-2024 00:00,2,7,1368,3,03N,Bremen,North,BREMEN,Germany,28197,80296,16,PP-T06,Ice Cream,Trading Goods,T06,,Ice Cream,30,30,ST,44,1320,1302.9,EUR,17.1,0.01
.1~2118,2118,PP,2,3,02-Mar,13-01-2024 00:00,3,13,1454,1,03N,Bremen,North,BREMEN,Germany,28197,80296,16,PP-T06,Ice Cream,Trading Goods,T06,,Ice Cream,4,4,ST,46.99,187.96,174.56,EUR,13.4,0.07
.1~2121,2121,PP,2,5,02-May,15-01-2024 00:00,3,15,1496,2,03N,Bremen,North,BREMEN,Germany,28197,80296,16,PP-T01,Milk,Trading Goods,T01,,Milk,52,52,ST,28.99,1507.48,1207.96,EUR,299.52,0.2
.1~2122,2122,PP,2,5,02-May,15-01-2024 00:00,3,15,1496,1,03N,Bremen,North,BREMEN,Germany,28197,80296,16,PP-T05,Butter,Trading Goods,T05,,Butter,28,28,ST,63.99,1791.72,1697.36,EUR,94.36,0.05
.1~2148,2148,PP,2,7,02-Jul,17-01-2024 00:00,4,17,1525,1,03N,Bremen,North,BREMEN,Germany,28197,80296,16,PP-T02,Cream,Trading Goods,T02,,Cream,27,27,ST,76.25,2058.75,1969.11,EUR,89.64,0.04
.1~2158,2158,PP,2,8,02-Aug,18-01-2024 00:00,4,18,1558,1,03N,Bremen,North,BREMEN,Germany,28197,80296,16,PP-T01,Milk,Trading Goods,T01,,Milk,46,46,ST,26.75,1230.5,1068.58,EUR,161.92,0.13
.1~2197,2197,PP,3,7,03-Jul,27-01-2024 00:00,6,27,1656,1,03N,Bremen,North,BREMEN,Germany,28197,80296,16,PP-T01,Milk,Trading Goods,T01,,Milk,78,78,ST,32,2496,1807.26,EUR,688.74,0.28
.1~2199,2199,PP,3,7,03-Jul,27-01-2024 00:00,6,27,1656,3,03N,Bremen,North,BREMEN,Germany,28197,80296,16,PP-T02,Cream,Trading Goods,T02,,Cream,20,20,ST,77,1540,1454.4,EUR,85.6,0.06
.1~2201,2201,PP,3,7,03-Jul,27-01-2024 00:00,6,27,1656,4,03N,Bremen,North,BREMEN,Germany,28197,80296,16,PP-T03,Yoghurt,Trading Goods,T03,,Yoghurt,72,72,ST,32,2304,1877.04,EUR,426.96,0.19
.1~2202,2202,PP,3,7,03-Jul,27-01-2024 00:00,6,27,1656,2,03N,Bremen,North,BREMEN,Germany,28197,80296,16,PP-T05,Butter,Trading Goods,T05,,Butter,23,23,ST,66,1518,1389.2,EUR,128.8,0.08
.1~2205,2205,PP,3,8,03-Aug,28-01-2024 00:00,6,28,1688,2,03N,Bremen,North,BREMEN,Germany,28197,80296,16,PP-T01,Milk,Trading Goods,T01,,Milk,55,55,ST,28.99,1594.45,1274.35,EUR,320.1,0.2
.1~2209,2209,PP,3,8,03-Aug,28-01-2024 00:00,6,28,1688,1,03N,Bremen,North,BREMEN,Germany,28197,80296,16,PP-T04,Cheese,Trading Goods,T04,,Cheese,21,21,ST,84,1764,1751.4,EUR,12.6,0.01
.1~1901,1901,OO,2,2,02-Feb,12-01-2024 00:00,3,12,1442,3,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,OO-T02,Cream,Trading Goods,T02,,Cream,21,21,ST,81.01,1701.21,1523.97,EUR,177.24,0.1
.1~1902,1902,OO,2,2,02-Feb,12-01-2024 00:00,3,12,1442,1,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,OO-T05,Butter,Trading Goods,T05,,Butter,28,28,ST,68.06,1905.68,1698.76,EUR,206.92,0.11
.1~1962,1962,OO,3,1,03-Jan,21-01-2024 00:00,5,21,1596,1,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,OO-T01,Milk,Trading Goods,T01,,Milk,73,73,ST,29.03,2119.19,1700.17,EUR,419.02,0.2
.1~1963,1963,OO,3,1,03-Jan,21-01-2024 00:00,5,21,1596,2,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,OO-T01,Milk,Trading Goods,T01,,Milk,12,12,ST,29.03,348.36,279.48,EUR,68.88,0.2
.1~1964,1964,OO,3,1,03-Jan,21-01-2024 00:00,5,21,1596,3,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,OO-T05,Butter,Trading Goods,T05,,Butter,31,31,ST,68.09,2110.79,1881.39,EUR,229.4,0.11
.1~1867,1867,OO,1,8,01-Aug,08-01-2024 00:00,2,8,1391,1,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,OO-T01,Milk,Trading Goods,T01,,Milk,68,68,ST,28.02,1905.36,1568.76,EUR,336.6,0.18
.1~1791,1791,NN,2,8,02-Aug,18-01-2024 00:00,4,18,1554,1,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,NN-T06,Ice Cream,Trading Goods,T06,,Ice Cream,41,41,ST,47,1927,1780.63,EUR,146.37,0.08
.1~1790,1790,NN,2,8,02-Aug,18-01-2024 00:00,4,18,1554,2,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,NN-T06,Ice Cream,Trading Goods,T06,,Ice Cream,38,38,ST,47,1786,1650.34,EUR,135.66,0.08
.1~2211,2211,PP,3,8,03-Aug,28-01-2024 00:00,6,28,1683,2,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,PP-T06,Ice Cream,Trading Goods,T06,,Ice Cream,8,8,ST,45,360,348.16,EUR,11.84,0.03
.1~2210,2210,PP,3,8,03-Aug,28-01-2024 00:00,6,28,1683,5,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,PP-T05,Butter,Trading Goods,T05,,Butter,6,6,ST,62,372,362.4,EUR,9.6,0.03
.1~2208,2208,PP,3,8,03-Aug,28-01-2024 00:00,6,28,1683,1,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,PP-T04,Cheese,Trading Goods,T04,,Cheese,22,22,ST,84,1848,1834.8,EUR,13.2,0.01
.1~2207,2207,PP,3,8,03-Aug,28-01-2024 00:00,6,28,1683,4,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,PP-T03,Yoghurt,Trading Goods,T03,,Yoghurt,45,45,ST,26,1170,1173.15,EUR,-3.15,0
.1~2206,2206,PP,3,8,03-Aug,28-01-2024 00:00,6,28,1683,3,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,PP-T03,Yoghurt,Trading Goods,T03,,Yoghurt,83,83,ST,26,2158,2163.81,EUR,-5.81,0
.1~2188,2188,PP,3,6,03-Jun,26-01-2024 00:00,6,26,1650,1,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,PP-T06,Ice Cream,Trading Goods,T06,,Ice Cream,54,54,ST,44,2376,2350.08,EUR,25.92,0.01
.1~2187,2187,PP,3,6,03-Jun,26-01-2024 00:00,6,26,1650,4,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,PP-T06,Ice Cream,Trading Goods,T06,,Ice Cream,11,11,ST,44,484,478.72,EUR,5.28,0.01
.1~2184,2184,PP,3,6,03-Jun,26-01-2024 00:00,6,26,1650,2,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,PP-T02,Cream,Trading Goods,T02,,Cream,20,20,ST,77,1540,1454.4,EUR,85.6,0.06
.1~2182,2182,PP,3,6,03-Jun,26-01-2024 00:00,6,26,1650,3,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,PP-T01,Milk,Trading Goods,T01,,Milk,56,56,ST,32,1792,1297.52,EUR,494.48,0.28
.1~2159,2159,PP,2,8,02-Aug,18-01-2024 00:00,4,18,1553,1,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,PP-T04,Cheese,Trading Goods,T04,,Cheese,10,10,ST,86.49,864.9,837.1,EUR,27.8,0.03
.1~2157,2157,PP,2,8,02-Aug,18-01-2024 00:00,4,18,1553,2,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,PP-T01,Milk,Trading Goods,T01,,Milk,73,73,ST,26.75,1952.75,1695.79,EUR,256.96,0.13
.1~2156,2156,PP,2,8,02-Aug,18-01-2024 00:00,4,18,1553,3,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,PP-T01,Milk,Trading Goods,T01,,Milk,72,72,ST,26.75,1926,1672.56,EUR,253.44,0.13
.1~2139,2139,PP,2,6,02-Jun,16-01-2024 00:00,4,16,1518,1,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,PP-T05,Butter,Trading Goods,T05,,Butter,23,23,ST,62.99,1448.77,1394.26,EUR,54.51,0.04
.1~2137,2137,PP,2,6,02-Jun,16-01-2024 00:00,4,16,1518,2,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,PP-T02,Cream,Trading Goods,T02,,Cream,30,30,ST,76.25,2287.5,2187.9,EUR,99.6,0.04
.1~2135,2135,PP,2,6,02-Jun,16-01-2024 00:00,4,16,1518,4,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,PP-T01,Milk,Trading Goods,T01,,Milk,61,61,ST,26.75,1631.75,1417.03,EUR,214.72,0.13
.1~2134,2134,PP,2,6,02-Jun,16-01-2024 00:00,4,16,1518,3,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,PP-T01,Milk,Trading Goods,T01,,Milk,60,60,ST,26.75,1605,1393.8,EUR,211.2,0.13
.1~2117,2117,PP,2,2,02-Feb,12-01-2024 00:00,3,12,1440,2,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,PP-T05,Butter,Trading Goods,T05,,Butter,7,7,ST,63.99,447.93,421.89,EUR,26.04,0.06
.1~2116,2116,PP,2,2,02-Feb,12-01-2024 00:00,3,12,1440,1,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,PP-T04,Cheese,Trading Goods,T04,,Cheese,12,12,ST,84.99,1019.88,998.64,EUR,21.24,0.02
.1~2102,2102,PP,2,1,02-Jan,11-01-2024 00:00,3,11,1426,1,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,PP-T06,Ice Cream,Trading Goods,T06,,Ice Cream,42,42,ST,44,1848,1824.06,EUR,23.94,0.01
.1~2101,2101,PP,2,1,02-Jan,11-01-2024 00:00,3,11,1426,3,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,PP-T06,Ice Cream,Trading Goods,T06,,Ice Cream,8,8,ST,44,352,347.44,EUR,4.56,0.01
.1~2100,2100,PP,2,1,02-Jan,11-01-2024 00:00,3,11,1426,2,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,PP-T05,Butter,Trading Goods,T05,,Butter,29,29,ST,60,1740,1747.83,EUR,-7.83,0
.1~2098,2098,PP,2,1,02-Jan,11-01-2024 00:00,3,11,1426,4,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,PP-T03,Yoghurt,Trading Goods,T03,,Yoghurt,77,77,ST,26,2002,2003.54,EUR,-1.54,0
.1~2097,2097,PP,2,1,02-Jan,11-01-2024 00:00,3,11,1426,5,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,PP-T03,Yoghurt,Trading Goods,T03,,Yoghurt,77,77,ST,26,2002,2003.54,EUR,-1.54,0
.1~2096,2096,PP,2,1,02-Jan,11-01-2024 00:00,3,11,1426,6,03N,Hamburg,North,HAMBURG,Germany,22769,80295,16,PP-T02,Cream,Trading Goods,T02,,Cream,33,33,ST,73,2409,2393.82,EUR,15.18,0.01
